N,P,K,temperature,humidity,ph,rainfall,label
114.57,125.28,103.39,33.58,53.43,6.89,111.75,lentil
5.62,36.97,169.51,12.41,15.08,3.68,61.81,grapes
124.59,35.82,86.2,14.12,65.45,5.36,243.12,watermelon
138.87,33.16,201.94,42.06,14.94,8.34,240.14,lentil
41.17,134.15,159.1,32.05,69.11,6.24,79.21,pigeonpeas
29.44,124.37,198.19,39.51,70.0,4.4,234.13,muskmelon
107.15,113.48,107.87,41.44,62.09,6.13,182.95,wheat
35.42,59.98,99.74,25.68,68.58,4.69,50.67,lentil
121.18,75.61,156.09,11.7,17.04,5.86,160.5,kidneybeans
14.4,70.01,181.06,16.59,68.14,6.43,280.72,blackgram
17.63,40.48,197.83,12.33,20.94,5.6,161.81,papaya
137.08,75.7,69.91,16.61,37.16,9.12,240.84,papaya
94.34,9.27,164.74,24.37,85.42,6.88,28.09,blackgram
118.56,23.45,47.13,14.14,50.23,8.56,223.86,muskmelon
45.41,129.12,114.11,15.84,87.39,8.06,285.11,papaya
94.71,110.24,40.97,25.6,17.11,7.47,159.87,coconut
83.19,64.2,74.48,21.91,48.2,6.48,114.56,chickpea
84.44,77.4,191.27,26.37,14.99,3.51,201.06,kidneybeans
95.55,56.8,34.22,25.02,60.42,7.18,276.55,orange
80.55,108.71,131.48,32.56,16.3,5.64,69.5,mungbean
60.07,114.79,123.59,42.8,24.03,4.21,133.03,mango
38.63,111.86,29.15,13.78,30.71,6.17,63.76,blackgram
107.6,106.17,70.2,13.47,69.9,7.91,159.06,lentil
31.68,33.63,117.6,39.85,23.12,9.27,171.32,chickpea
96.93,52.32,42.44,27.72,77.73,5.74,284.38,papaya
32.67,70.78,165.12,36.82,20.55,6.76,135.5,chickpea
87.55,51.31,199.43,17.54,12.82,8.61,178.75,mango
104.59,110.69,47.95,39.01,41.6,5.5,267.87,coffee
30.62,51.11,42.38,42.33,88.36,4.35,109.99,apple
8.39,24.35,95.99,32.24,18.83,5.19,208.77,pomegranate
18.34,60.87,154.55,13.71,18.14,8.89,232.01,wheat
84.84,142.19,61.32,41.34,70.09,4.46,112.55,kidneybeans
118.92,36.62,8.98,37.74,34.97,5.48,66.02,mango
6.3,90.7,113.24,36.28,67.38,6.29,160.81,jute
102.78,65.62,196.32,11.29,26.0,8.58,119.9,maize
47.78,14.94,83.26,37.96,46.81,9.13,94.61,papaya
66.99,73.3,89.03,14.83,31.22,6.05,292.56,coffee
130.04,103.3,198.78,17.78,46.12,9.09,160.6,papaya
46.48,76.85,143.92,30.2,71.53,4.47,259.81,muskmelon
65.15,127.09,148.83,19.27,70.96,4.44,74.69,muskmelon
1.92,45.45,117.54,33.15,51.26,9.2,283.04,maize
11.42,17.07,199.92,31.28,84.27,6.56,242.44,coffee
36.2,136.12,142.77,13.79,31.1,4.62,246.43,blackgram
3.9,57.95,184.01,32.96,29.22,6.43,129.13,papaya
88.39,85.7,144.88,42.34,59.1,8.2,155.98,rice
59.7,115.88,152.02,15.64,59.7,8.46,186.14,grapes
76.74,50.4,63.08,30.9,13.72,8.68,241.13,pomegranate
24.45,105.26,65.7,21.97,58.62,6.92,257.74,orange
41.43,23.96,161.6,26.09,39.95,8.7,41.85,coconut
92.94,45.78,64.34,20.05,69.8,6.56,273.14,mothbeans
135.14,25.26,117.55,22.39,74.65,7.14,282.5,pigeonpeas
7.06,118.57,54.87,11.01,54.17,8.05,186.01,banana
124.65,36.17,168.4,44.35,10.14,6.05,72.29,wheat
80.76,105.44,27.1,31.87,60.91,3.94,249.16,mango
78.95,137.06,170.89,27.52,69.91,5.6,173.6,coconut
70.04,78.89,125.55,23.43,29.92,7.24,248.82,rice
9.72,80.6,42.38,28.88,47.17,4.65,248.15,coffee
12.58,69.54,113.41,23.3,87.26,4.39,44.28,watermelon
84.13,50.62,61.5,22.6,33.85,5.26,189.97,coconut
47.73,71.59,69.69,26.24,27.85,3.69,155.28,mungbean
128.42,89.39,75.31,19.66,26.87,7.96,284.91,orange
56.92,143.04,17.66,16.3,54.7,5.05,103.06,watermelon
20.06,136.29,202.19,29.48,85.98,4.25,77.68,mungbean
100.06,125.7,11.31,39.5,58.7,7.69,271.18,wheat
41.07,129.48,137.5,15.35,34.27,8.56,61.64,pomegranate
73.57,70.5,79.25,11.15,61.09,3.62,212.23,mungbean
97.7,97.04,134.2,18.64,59.99,4.9,104.01,mango
126.04,130.31,76.25,44.29,57.75,9.17,179.0,rice
110.91,60.01,139.75,39.01,22.75,5.81,192.54,orange
94.69,139.65,150.85,30.86,60.77,9.13,136.86,kidneybeans
95.15,63.21,143.11,42.52,44.41,5.15,292.99,rice
132.43,89.15,27.79,25.58,11.49,4.81,56.91,banana
41.42,104.37,136.38,44.41,53.18,4.78,129.59,kidneybeans
0.16,138.08,61.0,20.37,89.14,4.01,140.51,cotton
38.07,39.25,10.76,18.41,37.98,8.88,196.69,muskmelon
30.5,109.46,87.97,32.33,87.24,9.38,134.03,coffee
92.66,77.91,91.71,23.24,17.7,9.23,47.17,orange
88.72,42.6,98.43,31.92,68.6,8.61,285.28,wheat
83.08,113.72,145.96,20.67,19.15,8.58,136.5,watermelon
2.27,82.31,66.77,31.63,31.89,7.47,115.95,jute
102.03,97.54,68.06,19.65,55.67,8.46,145.08,pomegranate
45.29,50.21,17.11,11.78,57.42,4.75,80.65,lentil
93.11,72.38,142.36,41.92,72.02,5.83,48.06,maize
77.92,91.43,118.57,40.91,59.22,7.35,61.6,mango
47.98,61.69,74.89,43.98,57.49,8.75,66.66,mango
18.84,32.77,146.04,35.08,82.99,7.46,75.35,maize
13.22,139.63,112.47,33.9,46.17,8.53,137.59,lentil
116.41,76.61,98.85,29.57,28.02,6.34,194.69,chickpea
128.58,107.75,107.26,14.41,22.94,7.8,196.09,grapes
90.97,62.55,132.27,16.62,42.0,9.38,20.03,coffee
14.48,54.72,137.0,20.13,67.02,4.42,277.87,apple
56.28,62.0,62.79,41.16,13.4,9.06,250.4,rice
102.05,62.29,33.15,16.05,20.32,6.63,289.9,watermelon
109.17,81.19,36.33,42.3,18.49,7.36,120.8,jute
16.55,81.09,132.88,28.3,56.82,8.77,206.14,cotton
0.0,74.6,179.57,35.04,29.43,5.96,67.05,wheat
99.7,23.87,86.9,13.86,23.3,6.01,248.77,orange
49.92,74.45,38.9,19.42,57.42,6.66,65.18,mothbeans
35.63,28.67,156.32,43.55,70.9,3.61,111.28,jute
1.81,22.66,171.5,19.32,36.57,6.48,157.43,mango
75.64,135.57,181.12,20.38,56.26,5.25,186.47,maize
119.16,89.69,126.37,16.92,17.85,9.07,176.7,maize
134.07,97.33,177.15,14.52,84.82,4.03,48.59,mango
79.2,61.25,8.08,18.16,36.95,6.26,138.07,cotton
72.02,132.26,26.45,32.48,89.8,9.18,278.41,chickpea
11.91,94.31,23.52,25.94,88.29,8.91,264.26,muskmelon
76.84,112.68,147.52,29.38,72.31,7.71,185.42,mungbean
53.2,56.6,18.92,14.28,11.61,7.04,180.25,jute
85.0,139.4,104.27,38.07,53.48,5.18,51.27,mungbean
54.42,119.86,99.54,37.44,16.95,5.7,76.07,muskmelon
33.64,124.55,67.14,10.76,81.61,4.04,90.74,coffee
13.3,29.11,179.08,23.42,73.17,8.22,156.69,wheat
44.09,42.93,39.09,12.41,87.79,5.44,224.78,blackgram
13.53,44.99,75.49,37.72,58.67,7.51,149.0,mango
24.77,42.93,159.83,35.8,51.77,5.65,55.3,jute
138.23,124.76,11.08,41.57,51.52,6.29,143.02,jute
62.17,9.46,139.59,18.27,40.92,6.83,65.54,banana
74.46,15.65,168.28,25.97,47.5,8.31,230.32,wheat
122.31,43.35,191.45,16.46,60.83,4.77,66.62,blackgram
139.38,32.98,180.26,22.99,84.64,5.89,155.11,rice
81.58,37.46,68.88,28.28,57.67,4.28,214.16,pigeonpeas
113.75,116.71,122.27,11.87,78.57,3.95,83.9,wheat
45.77,83.84,20.46,35.02,79.02,7.13,41.29,maize
42.8,5.81,56.57,29.02,51.51,4.63,177.72,watermelon
56.38,65.11,23.84,39.01,37.8,3.86,35.18,mothbeans
94.15,62.1,68.04,19.51,61.17,8.88,184.58,mango
95.51,20.95,180.04,41.62,45.67,6.71,230.98,muskmelon
44.13,99.66,74.43,44.95,16.52,4.31,112.21,mango
18.65,103.29,117.38,42.18,40.22,3.82,156.74,banana
88.54,105.93,91.68,37.23,89.53,4.22,280.05,apple
17.97,106.99,96.78,38.43,13.88,6.33,151.91,cotton
80.99,5.01,198.91,30.08,65.73,7.51,299.04,pomegranate
97.08,138.55,64.23,16.66,77.3,7.35,63.96,jute
98.09,118.99,130.46,33.7,61.9,4.37,218.5,mothbeans
105.49,131.56,89.01,34.95,55.58,7.3,202.73,mango
122.2,7.19,17.23,44.49,66.6,5.93,264.25,lentil
69.99,135.74,102.87,28.95,44.35,6.29,45.88,lentil
102.23,118.37,167.67,19.5,17.31,8.31,98.46,mango
86.68,122.21,24.75,33.93,86.99,5.49,57.01,coffee
26.13,18.06,18.92,44.28,44.58,4.38,281.27,papaya
3.6,108.43,35.73,16.2,63.23,8.74,139.46,coffee
39.84,139.39,157.88,21.41,52.5,4.77,274.82,apple
62.02,100.0,149.8,28.97,14.37,5.26,102.43,coconut
86.39,84.88,118.0,15.96,86.22,7.74,55.38,mothbeans
118.99,137.39,98.65,10.78,73.4,7.6,103.03,coffee
27.47,67.01,182.67,21.79,21.93,8.3,187.21,chickpea
17.58,88.9,158.34,40.29,88.53,4.6,256.67,apple
134.89,71.69,167.39,11.52,68.95,5.61,127.91,chickpea
15.13,135.6,167.65,25.01,47.79,4.26,276.15,orange
66.99,15.65,133.54,36.68,58.91,6.75,88.38,coconut
81.98,75.16,96.6,43.36,18.54,5.26,214.19,mungbean
75.79,101.17,177.94,44.49,54.83,7.63,226.0,mungbean
12.04,115.87,190.2,24.77,15.89,3.5,96.71,cotton
7.98,86.62,9.76,43.26,53.59,3.86,27.55,muskmelon
14.77,132.25,15.31,11.24,54.22,6.1,122.27,watermelon
81.98,136.88,196.75,36.11,79.96,9.25,32.65,orange
76.21,14.0,60.43,32.5,68.0,8.85,272.21,coffee
32.72,61.33,179.67,18.73,29.96,9.46,286.99,papaya
89.29,8.28,82.76,27.76,81.07,6.0,225.91,pigeonpeas
114.81,51.12,28.82,14.53,55.86,3.78,223.47,blackgram
5.82,80.16,21.09,40.51,58.51,5.34,87.45,muskmelon
69.74,132.51,36.3,22.53,23.52,7.55,40.7,cotton
96.5,123.52,54.98,31.91,78.62,4.31,244.59,blackgram
35.32,22.85,102.7,15.56,84.48,5.3,176.57,coconut
43.09,18.02,145.3,17.22,72.0,3.84,210.86,apple
85.91,87.5,202.28,44.72,85.26,6.35,238.3,chickpea
125.71,79.5,93.3,36.36,34.18,4.75,134.64,watermelon
113.39,42.29,108.64,43.67,78.89,4.05,60.47,pomegranate
81.64,130.92,109.36,20.35,49.11,5.97,242.61,grapes
102.23,134.83,112.89,15.76,23.11,5.61,147.05,apple
51.08,61.37,108.55,27.61,63.5,6.73,251.54,mango
89.74,129.64,6.75,27.31,64.73,7.99,142.56,blackgram
65.27,58.75,5.34,16.12,32.95,4.18,80.76,muskmelon
26.59,108.15,24.53,35.66,12.2,8.25,67.88,mungbean
98.24,71.63,25.31,22.66,25.99,3.66,228.3,grapes
77.91,22.16,145.98,16.52,41.98,6.16,180.97,watermelon
50.21,134.91,45.98,21.62,23.41,7.02,133.29,mothbeans
127.59,68.57,183.94,29.73,25.52,9.24,157.79,pomegranate
2.93,107.83,190.72,35.43,41.31,6.94,173.9,maize
44.21,56.4,200.18,26.87,86.94,4.45,87.04,mothbeans
7.96,7.64,192.82,28.4,71.14,6.61,125.89,jute
107.31,19.07,59.38,14.86,35.58,5.87,101.88,kidneybeans
98.3,74.47,106.96,42.01,86.13,6.38,128.76,blackgram
46.39,101.6,40.09,42.51,61.65,4.68,160.16,coconut
94.59,51.86,166.24,33.92,46.44,6.5,68.54,papaya
55.43,102.37,182.69,10.62,47.46,4.4,130.18,mango
105.88,102.81,175.26,28.8,42.86,7.96,127.94,papaya
63.59,103.55,91.67,32.02,28.64,7.06,100.08,muskmelon
57.72,73.95,156.73,44.81,40.93,3.97,299.58,wheat
130.86,133.08,24.52,44.86,52.23,8.84,40.62,rice
35.12,73.49,13.05,40.02,52.24,7.2,200.03,maize
16.86,68.04,155.65,12.23,70.94,5.4,68.84,banana
81.84,32.91,90.07,43.36,38.7,3.77,255.07,pigeonpeas
135.71,48.07,204.11,31.44,67.34,7.29,275.98,wheat
52.9,10.93,24.45,38.03,56.25,5.74,132.41,muskmelon
8.69,93.69,176.13,24.25,86.95,8.95,250.57,kidneybeans
47.5,39.8,101.0,21.19,40.82,3.71,89.97,banana
70.83,47.58,170.43,26.21,82.1,3.73,59.22,chickpea
22.67,112.91,168.43,15.14,75.65,9.2,108.45,grapes
92.13,50.81,188.2,22.5,61.01,9.29,115.67,apple
139.68,38.91,64.57,40.02,62.36,3.67,131.26,banana
63.24,28.67,194.96,11.33,16.77,7.8,124.43,mango
49.66,113.48,35.33,15.28,86.02,4.83,135.12,apple
56.1,23.16,21.39,14.38,18.55,7.71,218.81,coconut
16.12,68.53,91.32,24.11,55.06,8.71,88.76,watermelon
123.66,75.97,170.66,44.89,36.41,4.1,25.2,blackgram
58.08,101.23,99.68,16.07,44.39,4.93,157.11,lentil
54.22,93.66,170.86,15.09,58.81,3.64,145.52,pigeonpeas
92.36,118.5,150.94,42.03,82.71,3.76,36.82,apple
61.88,11.27,46.89,40.87,46.61,3.68,57.46,banana
90.75,46.5,194.78,11.13,89.02,8.3,162.78,blackgram
8.6,44.22,17.16,36.31,57.42,5.29,85.73,wheat
113.92,25.44,184.66,32.94,22.84,6.46,265.73,muskmelon
131.67,45.48,65.89,36.87,25.2,8.23,68.52,muskmelon
90.83,48.37,105.03,27.31,67.29,6.47,25.63,jute
133.64,78.06,89.47,44.7,14.03,6.08,145.32,coffee
21.2,97.92,39.37,11.53,48.43,3.57,296.13,rice
66.84,58.35,76.63,18.2,21.86,6.91,197.48,cotton
84.25,105.73,43.59,23.88,44.66,4.25,119.13,pomegranate
81.44,52.06,45.78,25.74,69.99,8.09,24.72,cotton
56.2,45.64,42.41,42.25,46.71,5.05,155.79,maize
47.33,80.77,102.8,29.6,23.08,7.55,77.81,wheat
17.76,8.32,164.59,11.58,30.15,7.38,201.37,grapes
54.84,16.17,118.79,24.28,39.4,7.2,183.24,rice
22.77,63.52,183.64,24.58,15.56,5.1,94.26,pigeonpeas
102.81,137.01,132.31,43.79,56.75,5.1,39.29,mothbeans
29.24,106.01,142.87,30.97,58.6,8.68,231.41,wheat
8.2,17.34,138.52,32.25,14.97,3.58,183.93,wheat
77.33,123.48,94.89,34.96,42.18,4.59,255.8,watermelon
83.33,107.52,142.87,36.95,43.12,7.16,92.74,cotton
122.07,90.53,18.94,32.23,36.71,8.4,202.8,kidneybeans
80.78,119.84,176.97,18.3,54.62,5.65,53.23,mango
48.37,61.58,160.56,40.59,37.68,7.42,101.71,papaya
112.42,36.01,54.05,35.62,43.31,6.84,203.83,papaya
75.64,76.68,158.61,35.97,73.8,3.89,251.16,watermelon
11.1,81.84,7.53,44.88,22.97,7.23,109.86,rice
79.22,80.37,48.45,38.09,59.53,8.38,243.68,maize
127.12,84.11,18.03,39.02,50.45,9.45,209.77,orange
55.48,137.82,161.05,43.3,34.41,3.68,117.63,apple
41.49,131.31,156.17,15.29,68.2,7.46,265.39,cotton
20.09,127.6,167.73,27.42,54.1,5.99,162.58,mungbean
21.2,117.2,5.9,30.32,48.19,3.56,201.51,pomegranate
60.59,137.08,105.25,21.52,63.41,7.19,158.78,coconut
83.4,18.79,145.97,39.38,74.18,4.23,146.76,mungbean
11.29,42.12,36.08,36.68,87.81,5.77,257.43,cotton
131.54,74.31,134.96,35.23,60.35,5.07,102.52,pigeonpeas
105.72,123.51,21.82,44.9,79.96,5.67,30.26,pigeonpeas
82.13,75.72,41.27,19.08,10.09,6.46,266.34,pigeonpeas
115.98,109.72,100.16,35.74,52.42,5.66,251.01,wheat
11.23,24.45,135.71,29.3,27.17,6.82,122.64,lentil
66.76,40.34,34.17,20.95,17.54,4.93,71.93,lentil
88.21,107.45,42.04,15.62,52.56,7.31,209.15,blackgram
116.01,28.06,45.89,41.36,69.75,8.62,42.05,coffee
109.69,54.19,52.74,30.84,42.98,4.84,138.65,maize
38.79,42.08,50.31,38.87,63.61,6.55,44.04,wheat
131.72,53.98,84.03,29.09,49.18,7.39,187.41,chickpea
17.41,104.17,135.76,17.7,44.97,6.89,27.62,mungbean
122.52,56.5,92.61,21.81,33.22,5.69,196.19,blackgram
135.93,82.74,160.19,23.35,40.61,7.35,208.5,wheat
24.8,18.99,148.85,44.05,37.98,3.67,156.4,muskmelon
101.09,117.7,30.31,10.2,61.69,5.72,69.0,pigeonpeas
5.64,56.78,14.77,44.5,19.28,6.7,48.39,mungbean
56.76,95.79,180.59,44.32,17.41,3.62,107.72,maize
72.28,106.55,20.97,44.87,62.8,6.55,150.26,pomegranate
81.29,34.35,34.67,26.68,53.7,7.43,199.82,coconut
131.03,128.85,9.43,43.73,44.42,8.06,20.35,kidneybeans
94.12,91.27,130.67,23.85,22.2,4.18,219.1,banana
67.38,65.02,121.47,10.92,42.88,9.44,219.56,coffee
113.35,30.53,202.38,17.85,73.18,7.14,144.47,pomegranate
133.07,136.92,182.39,43.09,81.17,5.68,116.15,kidneybeans
3.09,110.71,87.17,10.48,66.21,4.99,255.85,coconut
137.55,34.12,79.32,29.11,14.79,6.94,239.68,coconut
12.06,52.28,64.37,12.65,63.63,8.79,295.32,cotton
114.01,118.35,35.48,20.02,29.28,6.62,124.14,maize
39.25,102.39,32.62,13.08,35.22,7.47,273.91,blackgram
18.51,112.21,31.46,40.08,25.67,5.65,44.47,orange
61.58,66.77,27.82,30.69,72.06,5.83,135.21,banana
90.15,105.31,53.1,41.57,61.89,5.22,150.3,coffee
53.33,59.11,66.33,34.09,58.95,7.73,143.44,chickpea
7.64,34.58,197.32,43.99,63.44,5.66,195.03,mothbeans
83.92,93.57,120.69,27.85,28.94,4.64,67.66,coconut
126.34,141.64,202.52,32.35,45.57,5.72,262.61,pomegranate
53.65,48.48,79.49,30.17,60.66,8.62,174.49,wheat
30.29,69.54,96.53,26.95,60.93,7.93,273.18,coffee
61.96,99.36,69.92,39.61,73.35,5.51,20.74,banana
6.77,80.81,41.58,32.56,32.97,8.94,196.4,blackgram
114.87,123.08,33.63,38.05,71.63,3.95,135.49,pigeonpeas
115.69,111.64,194.02,37.52,45.21,3.8,161.43,mothbeans
82.32,13.16,202.36,16.69,63.61,4.26,228.27,pigeonpeas
49.43,144.78,13.98,32.76,46.46,4.2,83.6,orange
111.97,110.34,35.07,16.99,85.89,4.03,77.37,mango
77.66,125.95,89.7,30.42,24.34,7.47,216.84,blackgram
115.63,96.17,42.27,33.71,64.0,7.11,165.98,cotton
88.4,124.88,77.78,44.9,56.12,7.39,85.42,papaya
109.82,20.73,30.82,11.07,23.82,7.63,155.53,chickpea
83.8,53.68,96.3,13.19,15.28,8.04,148.68,chickpea
57.98,127.7,59.34,12.7,73.93,4.74,213.6,mango
134.11,33.23,75.38,23.94,22.6,7.23,20.75,pomegranate
75.76,15.95,23.86,38.76,24.92,6.98,184.29,cotton
84.71,115.34,90.63,39.54,88.27,9.16,189.59,wheat
30.87,121.97,201.65,35.79,67.38,4.89,228.74,pigeonpeas
87.59,27.77,70.77,41.39,30.04,3.85,268.98,banana
80.03,124.61,180.29,21.3,57.28,7.42,143.25,coffee
25.88,101.15,173.64,13.09,52.73,7.94,115.91,mungbean
8.34,77.81,195.41,12.04,77.56,5.2,48.65,kidneybeans
84.61,121.24,163.02,39.82,68.35,6.93,114.31,coconut
106.92,63.69,136.92,35.57,76.54,3.86,39.18,coffee
73.28,32.16,176.32,34.45,26.92,9.26,244.79,blackgram
31.75,44.88,20.13,21.89,61.22,4.16,245.96,chickpea
93.31,75.72,97.57,23.3,13.22,3.91,136.83,blackgram
11.21,79.39,202.85,43.53,15.52,3.76,92.7,banana
61.86,117.78,158.92,12.23,67.08,6.06,53.05,chickpea
22.87,115.79,197.42,37.08,11.95,4.08,258.35,apple
25.82,86.39,160.93,20.84,56.38,7.97,265.7,coconut
28.32,114.31,179.98,11.37,77.23,8.89,94.56,wheat
54.14,31.85,146.31,35.99,40.4,5.06,194.09,jute
7.16,12.01,157.1,21.58,13.59,7.27,92.42,mango
55.69,127.31,109.64,35.28,67.11,3.75,83.04,watermelon
71.64,15.58,189.85,34.77,84.37,5.82,25.94,mungbean
67.66,39.54,170.01,28.72,67.37,5.26,181.6,pigeonpeas
53.59,102.34,173.78,37.21,56.28,4.87,61.98,blackgram
117.48,62.32,139.6,30.34,28.4,7.37,23.46,jute
20.35,127.68,65.92,20.03,11.23,4.28,49.36,pomegranate
70.8,46.72,12.13,35.69,65.57,8.66,107.86,coffee
8.69,6.66,192.13,30.62,28.48,7.49,207.37,banana
9.96,47.09,122.22,10.45,78.65,7.76,76.73,cotton
80.34,85.93,64.63,41.56,47.31,9.11,268.53,wheat
79.24,57.63,34.83,29.1,52.45,9.15,100.78,wheat
122.92,79.88,170.9,40.4,70.31,6.81,112.74,pomegranate
78.1,127.72,172.3,40.9,72.35,6.47,81.03,mungbean
134.37,132.75,167.9,25.57,61.41,5.51,91.07,pigeonpeas
6.82,42.24,134.02,27.77,85.07,7.79,40.76,orange
13.72,69.7,78.2,24.55,88.58,6.73,102.54,jute
6.17,81.88,65.81,25.73,85.75,9.1,260.69,pomegranate
25.94,137.88,6.71,41.33,75.93,4.93,212.76,pigeonpeas
75.78,144.81,171.72,37.59,66.45,5.36,265.08,blackgram
90.38,37.96,22.49,14.43,63.07,5.4,49.36,jute
6.38,106.78,131.15,31.36,18.3,8.34,147.57,grapes
132.44,57.92,105.81,44.86,31.72,4.09,84.19,papaya
117.9,6.14,110.34,30.84,10.46,6.23,221.94,cotton
41.53,6.3,190.34,37.51,20.99,6.07,291.67,pigeonpeas
10.81,69.48,11.32,36.92,45.14,3.94,248.3,coconut
23.78,73.37,159.68,22.26,21.72,5.96,29.88,papaya
17.77,8.16,15.41,23.01,82.13,6.58,108.66,lentil
17.26,101.17,12.63,35.34,74.46,3.89,28.0,grapes
72.6,46.16,90.96,27.5,15.73,6.56,31.25,kidneybeans
34.42,83.39,17.62,29.97,29.91,9.26,42.26,banana
50.14,47.13,162.83,34.95,75.53,9.37,97.37,papaya
138.53,28.4,110.91,37.22,74.24,6.69,105.18,wheat
95.8,62.0,10.81,19.5,85.64,6.59,132.13,watermelon
132.86,37.52,13.1,15.14,89.8,5.21,133.38,pigeonpeas
19.96,79.87,127.53,20.21,88.1,9.48,235.99,mungbean
53.5,32.84,166.22,27.76,42.81,5.15,59.59,grapes
77.66,76.18,92.56,21.97,30.03,6.22,64.17,maize
10.75,27.03,115.92,29.89,70.67,3.52,195.44,pigeonpeas
0.59,98.94,164.97,11.87,33.94,5.6,180.09,pomegranate
93.86,110.55,127.1,27.84,74.51,3.93,63.12,blackgram
89.85,20.46,49.95,22.88,52.72,7.96,258.63,apple
57.51,70.49,127.61,28.71,73.51,6.87,112.14,papaya
68.55,14.92,130.66,24.79,32.07,6.93,122.75,wheat
58.16,88.75,151.82,19.95,50.64,5.22,137.73,mungbean
3.36,42.02,129.17,41.64,55.12,8.39,110.36,lentil
46.95,78.87,198.85,16.47,85.45,3.52,176.09,jute
24.79,77.44,44.46,33.85,31.33,5.5,128.82,maize
13.78,134.41,195.22,42.36,84.94,7.46,92.64,lentil
133.94,81.87,112.67,28.85,74.39,8.95,273.25,coffee
83.91,86.62,139.39,40.67,68.47,4.91,106.34,wheat
102.01,61.23,24.89,14.37,72.95,6.75,215.58,mothbeans
44.15,137.87,81.12,27.28,58.43,6.73,117.22,rice
55.04,113.81,158.88,26.0,29.53,8.75,141.86,banana
33.17,44.96,146.38,10.28,25.16,3.8,86.06,kidneybeans
13.58,123.19,13.03,25.51,79.31,6.05,230.65,blackgram
25.06,65.54,114.32,22.92,68.01,4.59,226.42,banana
111.65,121.01,22.66,33.44,27.06,3.63,26.23,pomegranate
94.86,120.2,204.17,42.84,59.21,4.38,36.85,banana
76.57,31.44,184.46,13.0,45.8,9.36,278.27,maize
66.51,103.16,9.22,21.46,22.69,4.79,268.87,banana
129.14,45.69,176.73,25.54,52.55,9.11,161.7,coffee
10.18,46.65,188.89,25.93,32.52,4.73,158.14,rice
39.28,46.49,75.71,37.12,17.7,9.09,247.48,pigeonpeas
48.99,106.58,148.9,25.52,47.36,7.43,58.77,pomegranate
109.54,37.18,93.42,10.95,57.21,4.18,203.04,wheat
138.95,5.13,136.05,34.85,13.75,6.99,153.28,mungbean
33.69,105.13,73.06,40.97,42.17,5.41,228.13,jute
122.4,28.97,69.51,27.99,30.61,5.8,28.43,pomegranate
116.29,19.63,89.89,30.34,12.45,6.14,185.96,banana
31.45,38.25,34.11,15.7,20.05,6.04,175.88,papaya
55.91,58.19,171.23,17.72,21.12,7.48,255.44,coconut
57.35,71.63,74.74,18.23,24.63,8.11,209.51,coffee
136.95,11.24,85.03,25.08,74.27,5.48,266.44,blackgram
25.32,140.88,183.81,42.49,45.16,9.05,268.44,pomegranate
111.88,105.25,104.32,28.26,21.77,9.13,134.29,orange
46.79,50.25,113.85,16.72,18.02,3.74,58.48,blackgram
102.32,49.62,196.3,19.31,33.84,3.59,196.48,watermelon
58.8,67.8,182.35,23.44,73.84,6.05,264.65,jute
80.97,92.67,38.89,31.81,39.16,7.04,40.99,orange
116.57,25.49,99.64,25.4,22.79,5.17,176.22,mungbean
112.58,31.45,199.26,23.74,42.33,5.06,52.2,chickpea
121.3,125.32,79.47,29.77,54.42,7.57,27.56,mango
8.35,40.88,79.31,18.46,12.37,7.11,210.3,watermelon
96.89,58.23,44.01,12.76,60.21,4.5,210.92,mungbean
19.6,126.98,27.86,10.85,41.61,8.81,188.18,muskmelon
58.21,97.84,153.06,18.79,10.78,7.58,260.58,pomegranate
76.8,52.84,159.01,13.21,63.91,5.68,42.65,coffee
56.38,100.72,198.8,21.77,66.99,7.6,49.47,coffee
72.75,7.76,159.68,37.05,60.31,4.18,262.07,mango
139.51,107.99,53.67,35.07,37.35,6.31,160.92,mothbeans
18.93,73.18,13.02,31.38,52.37,4.51,96.45,orange
94.56,118.85,202.09,39.84,40.97,3.75,226.68,mungbean
55.44,138.65,73.09,19.87,66.05,5.53,270.43,wheat
18.62,134.61,67.39,40.98,56.69,4.4,213.09,maize
22.22,132.3,186.19,23.97,16.54,7.3,241.74,lentil
132.9,76.7,122.02,24.03,61.45,7.54,99.1,mothbeans
123.14,55.42,47.97,24.19,64.98,4.39,100.86,coffee
126.99,70.1,182.82,13.43,39.66,3.65,261.95,mothbeans
138.81,101.59,203.67,44.14,80.06,8.26,192.16,chickpea
29.16,128.76,22.34,14.85,77.44,3.51,85.57,cotton
49.76,33.98,177.45,21.93,24.01,5.56,166.77,coffee
93.69,133.55,83.1,21.18,82.34,6.47,212.04,mungbean
67.73,119.13,109.81,12.61,45.27,8.41,81.19,papaya
58.57,142.04,187.96,15.33,67.9,8.53,203.37,jute
50.09,128.24,199.68,11.57,75.13,7.85,31.8,banana
83.13,44.19,57.43,20.23,50.41,4.98,105.03,lentil
80.58,19.83,47.57,40.33,41.93,7.82,208.71,grapes
22.6,20.71,21.1,21.88,83.24,4.98,61.82,banana
66.04,45.77,117.36,14.33,28.47,4.79,82.22,cotton
77.49,90.99,7.72,32.6,30.56,6.78,266.15,coconut
79.84,117.6,87.38,44.88,38.93,7.57,208.81,chickpea
29.42,130.9,19.68,18.13,78.76,3.82,159.7,papaya
103.92,92.33,86.05,19.78,85.1,3.86,79.05,mothbeans
